"Administrative","Administrative_Duration","Informational","Informational_Duration","ProductRelated","ProductRelated_Duration","BounceRates","ExitRates","PageValues","SpecialDay","Month","OperatingSystems","Browser","Region","TrafficType","VisitorType","Weekend","Revenue"
0,0,0,0,1,0,0,0,NA,0,"Feb",2,2,4,3,"Returning_Visitor",FALSE,FALSE
3,87.83333333,0,0,27,798.3333333,NA,0.342256149997864,0.342084104570874,0.8,"Feb",2,2,3,1,"Returning_Visitor",FALSE,TRUE
4,44,0,0,90,6951.972222,0.47253454781004,0.327269312819945,NA,0,"Feb",4,1,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,1,0,0,0,NA,0.6,"Feb",2,2,5,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,18,902,NA,0.385849944166437,NA,0,"Feb",2,7,2,4,"Returning_Visitor",FALSE,FALSE
0,0,0,0,1,0,0,0,NA,0.2,"Feb",3,2,3,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,1,0,0,0,NA,0,"Feb",2,6,1,2,"Returning_Visitor",FALSE,FALSE
0,0,0,0,20,197.3777778,0.279459324246068,0.1988963481514,NA,0,"Feb",2,6,6,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,2,43,NA,0.114287309475634,NA,0.4,"Feb",2,2,3,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,8,426.6666667,NA,0.343235231916184,NA,0,"Feb",2,4,3,2,"Returning_Visitor",FALSE,FALSE
0,0,0,0,3,135,NA,0.169416146734571,NA,0,"Feb",2,4,3,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,16,588.3333333,NA,0.279459324246068,NA,0,"Feb",2,4,1,1,"Returning_Visitor",FALSE,FALSE
10,1005.666667,0,0,36,2111.341667,0.425331672118931,0.330389231995696,0.397943715323047,0,"Feb",2,6,1,2,"Returning_Visitor",FALSE,TRUE
0,0,0,0,2,76,NA,0.204678774803698,NA,0.6,"Feb",3,2,3,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,1,0,0,0,NA,1,"Feb",1,1,1,3,"Returning_Visitor",TRUE,FALSE
0,0,0,0,1,0,0,0,NA,0.4,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,7,208,NA,0.266019445983939,NA,0,"Feb",4,1,1,5,"Returning_Visitor",TRUE,FALSE
0,0,0,0,4,270,NA,0.317892347414931,NA,0.8,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,6,39.5,NA,0.301029995663981,NA,0,"Feb",2,2,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,12,375,0.317892347414931,0.186140407264335,NA,0,"Feb",3,2,4,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,1,0,0,0,NA,0.8,"Feb",2,2,2,1,"Returning_Visitor",TRUE,FALSE
0,0,0,0,1,0,0,0,NA,0,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,7,150,0.188666435317212,0.136078726965443,NA,0,"Feb",2,2,2,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,3,138,NA,0.169416146734571,NA,0,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,7,337.5,0.266019445983939,0.284268104128187,NA,0.4,"Feb",4,1,3,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,19,620.0333333,NA,0.380878877464234,NA,0,"Feb",1,1,4,2,"Returning_Visitor",FALSE,FALSE
2,36,0,0,15,168.8461538,NA,0.348392281241065,NA,0.4,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,1,0,0,0,NA,0,"Feb",1,1,1,2,"Returning_Visitor",TRUE,FALSE
0,0,0,0,2,52,NA,0.114287309475634,NA,0,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,13,649.25,NA,0.325093347496119,NA,0,"Feb",2,2,1,5,"New_Visitor",FALSE,FALSE
0,0,0,0,27,925.3333333,0.436543279310068,0.27583995468533,NA,0.6,"Feb",4,1,3,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,2,33,NA,0.114287309475634,NA,0.2,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,6,1566.5,0.204678774803698,0.169416146734571,NA,0.2,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,4,105,NA,0.279459324246068,NA,0.6,"Feb",1,1,1,4,"Returning_Visitor",FALSE,FALSE
0,0,1,0,7,50,0.235568668917991,0.143888873095072,NA,0.6,"Feb",2,4,1,7,"Returning_Visitor",FALSE,FALSE
0,0,0,0,16,644.2,0.428335884576023,0.255375671692896,NA,0,"Feb",3,2,3,4,"Returning_Visitor",FALSE,FALSE
3,18.33333333,0,0,38,2635.177778,NA,0.370944892525006,NA,0.4,"Feb",2,4,1,2,"Returning_Visitor",FALSE,FALSE
4,61,0,0,19,607,NA,0.271823403754773,0.364456344014141,1,"Feb",1,1,7,4,"Returning_Visitor",TRUE,TRUE
0,0,0,0,6,415,NA,0.249968700559497,NA,0.4,"Feb",1,1,3,2,"Returning_Visitor",FALSE,FALSE
2,31,1,16,36,2083.530952,NA,0.336533099438297,NA,0.8,"Feb",2,2,4,3,"Returning_Visitor",FALSE,FALSE
3,58.5,0,0,17,281.6666667,0.389573180549224,0.312676055310442,NA,0,"Feb",1,1,3,4,"Returning_Visitor",FALSE,FALSE
0,0,0,0,2,27,0.0511288717118909,0.0511288717118909,NA,0,"Feb",1,1,7,2,"Returning_Visitor",FALSE,FALSE
0,0,1,0,9,215,0.218328685098126,0.15575001872089,NA,0.8,"Feb",4,1,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,12,162,0.204678774803698,0.169416146734571,NA,0,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,2,114,0.204678774803698,0.169416146734571,NA,0.8,"Feb",3,3,1,3,"Returning_Visitor",FALSE,FALSE
6,326.25,4,94,128,5062.213753,0.527528826539766,0.311272496040647,NA,0,"Feb",2,5,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,4,253,NA,0.317892347414931,NA,0.6,"Feb",2,2,3,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,4,0,0,0,NA,0.4,"Feb",2,2,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,1,0,0,0,NA,0.8,"Feb",1,1,2,3,"Returning_Visitor",FALSE,FALSE
2,22,0,0,25,436.5,0.379838313780094,0.283486387312543,NA,0.2,"Feb",2,4,1,1,"Returning_Visitor",FALSE,FALSE
0,0,1,93,30,1045.833333,0.340509886962531,0.243285899035348,NA,0.2,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,12,317.8333333,NA,0.407612238983011,NA,0,"Feb",1,1,1,4,"Returning_Visitor",TRUE,FALSE
0,0,0,0,21,1146.333333,NA,0.340111963623814,NA,0.8,"Feb",3,2,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,11,577,0.309926555171383,0.270749023276701,NA,0.2,"Feb",2,2,3,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,8,95,NA,0.154110002689417,NA,0,"Feb",4,1,3,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,6,301.5,NA,0.0987380164978271,NA,0,"Feb",2,4,9,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,6,243,NA,0.249968700559497,NA,0,"Feb",2,4,4,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,4,135.5,NA,0.204678774803698,NA,0.6,"Feb",2,2,1,2,"Returning_Visitor",FALSE,FALSE
0,0,2,75,14,442.3333333,NA,0.246692367029052,NA,0.8,"Feb",1,1,3,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,3,41,NA,0.169416146734571,NA,0,"Feb",1,1,3,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,11,292.9,0.268079736761737,0.0876307962449911,NA,0,"Feb",2,4,3,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,1,0,0,0,NA,0,"Feb",1,1,3,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,9,1238.333333,NA,0.228143882890802,NA,0.4,"Feb",2,2,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,10,225.4666667,NA,0.204678774803698,NA,0.4,"Feb",1,1,8,3,"Returning_Visitor",FALSE,FALSE
4,462,0,0,51,1873.216667,NA,0.384397479990464,NA,0.6,"Feb",2,2,9,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,3,13,0.0704410226228421,0.0330943892342432,NA,0,"Feb",2,4,1,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,2,222,NA,0.114287309475634,NA,0,"Feb",2,6,1,2,"Returning_Visitor",TRUE,FALSE
2,20,0,0,16,214.8333333,NA,0.29097845695804,NA,0,"Feb",2,2,1,6,"Returning_Visitor",FALSE,FALSE
0,0,0,0,1,0,0,0,NA,0,"Feb",3,2,3,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,6,2017.166667,NA,0.353199026124526,NA,0.8,"Feb",2,2,4,3,"Returning_Visitor",FALSE,FALSE
6,111.5,0,0,26,449.0277778,NA,0.308227890487269,NA,0.6,"Feb",1,1,3,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,6,158.1666667,NA,0.249968700559497,NA,0,"Feb",3,2,4,2,"Returning_Visitor",FALSE,FALSE
0,0,0,0,9,303.6666667,0.407612238983011,0.213646233268983,NA,0,"Feb",2,4,5,2,"Returning_Visitor",FALSE,FALSE
0,0,0,0,3,25,NA,0.169416146734571,NA,0,"Feb",2,4,1,5,"Returning_Visitor",FALSE,FALSE
0,0,0,0,2,42,0.204678774803698,0.0511288717118909,NA,0.4,"Feb",2,2,1,4,"Returning_Visitor",FALSE,FALSE
4,103.625,0,0,14,1003.416667,NA,0.310653456693262,NA,0.2,"Feb",1,1,3,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,1,0,0,0,NA,0,"Feb",2,2,7,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,9,272.5,NA,0.347767753994004,NA,0.2,"Feb",1,1,6,3,"Returning_Visitor",FALSE,FALSE
3,19,0,0,8,344,NA,0.385849944166437,NA,0,"Feb",2,4,2,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,1,0,0,0,NA,0,"Feb",2,2,2,3,"Returning_Visitor",FALSE,FALSE
0,0,1,19,10,852,NA,0.369665265318505,NA,0,"Feb",2,2,3,6,"Returning_Visitor",FALSE,FALSE
0,0,0,0,3,780,0.169416146734571,0.169416146734571,NA,0.4,"Feb",2,4,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,3,1038,NA,0.249968700559497,NA,0,"Feb",2,2,1,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,4,573,NA,0.204678774803698,NA,0,"Feb",2,2,3,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,28,1231.233333,0.388662017449783,0.259777566964779,NA,0,"Feb",1,1,4,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,11,316.6666667,NA,0.270749023276701,NA,0.8,"Feb",2,2,2,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,20,873.7365079,0.384885199049466,0.267475519407313,NA,0,"Feb",1,2,1,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,1,0,0,0,NA,0.4,"Feb",2,2,3,4,"Returning_Visitor",FALSE,FALSE
0,0,0,0,4,16,0.114287309475634,0.0511288717118909,NA,0,"Feb",2,5,5,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,19,615,NA,0.274345756496615,NA,0.2,"Feb",2,2,3,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,9,261.75,NA,0.273015460629462,NA,0,"Feb",2,6,1,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,21,615.8831169,0.249968700559497,0.204841772825712,NA,0,"Feb",3,2,2,1,"Returning_Visitor",TRUE,FALSE
0,0,0,0,1,0,0,0,NA,0,"Feb",3,3,3,2,"Returning_Visitor",TRUE,FALSE
0,0,0,0,6,117.5,NA,0.249968700559497,NA,0.8,"Feb",1,1,1,3,"Returning_Visitor",TRUE,FALSE
0,0,0,0,1,0,0,0,NA,0,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,1,0,0,0,NA,0,"Feb",3,2,3,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,23,501.6666667,0.373229849944131,0.306625663298367,NA,0.6,"Feb",1,1,4,2,"Returning_Visitor",FALSE,FALSE
2,58,2,22,31,829.1666667,0.259962547759074,0.228513058631447,NA,0,"Feb",1,1,1,1,"Returning_Visitor",TRUE,FALSE
1,9.5,0,0,23,1223,0.326067374955298,0.34348355762991,NA,0,"Feb",1,1,1,2,"Returning_Visitor",TRUE,FALSE
0,0,0,0,6,467,NA,0.317892347414931,NA,0.4,"Feb",1,1,3,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,23,737.1666667,0.373229849944131,0.349625036876617,NA,0.6,"Feb",2,2,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,12,129,NA,0.249968700559497,NA,0,"Feb",1,1,3,2,"Returning_Visitor",FALSE,FALSE
0,0,0,0,5,63,NA,0.230185711378555,NA,0,"Feb",2,2,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,5,125,0.13455253688316,0.0330943892342432,NA,0,"Feb",2,2,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,11,684.3333333,0.309926555171383,0.175315970916583,NA,0,"Feb",2,4,6,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,20,665.4722222,NA,0.330345172422688,NA,0.8,"Feb",3,2,7,4,"Returning_Visitor",TRUE,FALSE
1,0,0,0,15,487.5,NA,0.305025181724844,NA,0.8,"Feb",1,1,2,4,"Returning_Visitor",TRUE,FALSE
0,0,0,0,17,437.1666667,0.353199026124526,0.249968700559497,NA,0,"Feb",2,4,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,3,55,0.169416146734571,0.114287309475634,NA,0.6,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,1,0,0,0,NA,0.8,"Feb",1,1,1,2,"Returning_Visitor",TRUE,FALSE
5,41.3,0,0,24,446.9277778,NA,0.374092365582169,NA,1,"Feb",2,2,8,1,"Returning_Visitor",TRUE,FALSE
3,87,0,0,10,320.5,NA,0.325093347496119,NA,0,"Feb",1,1,2,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,7,666,NA,0.331655629699759,NA,0,"Feb",1,1,6,2,"Returning_Visitor",FALSE,FALSE
1,0,0,0,21,405.7095238,0.356001367582427,0.211896500305275,NA,0,"Feb",1,1,1,4,"Returning_Visitor",FALSE,FALSE
0,0,0,0,1,0,0,0,NA,0,"Feb",3,2,3,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,6,163.25,0.249968700559497,0.249968700559497,NA,0.6,"Feb",1,1,6,2,"Returning_Visitor",FALSE,FALSE
0,0,0,0,17,284.25,NA,0.348392281241065,NA,0,"Feb",3,2,6,2,"Returning_Visitor",TRUE,FALSE
0,0,0,0,1,0,0,0,NA,0.6,"Feb",4,2,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,1,0,0,0,NA,0,"Feb",2,4,1,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,8,260,0.376615505200379,0.279459324246068,NA,0.8,"Feb",3,2,1,3,"Returning_Visitor",TRUE,FALSE
0,0,16,1210.397619,5,279.8571429,0.447055738810687,0.341441712073875,NA,0,"Mar",2,2,1,8,"Returning_Visitor",FALSE,FALSE
0,0,0,0,20,927.45,0.353199026124526,0.270838220857018,0.424112751436276,0,"Mar",1,1,3,1,"Returning_Visitor",FALSE,FALSE
2,9,0,0,50,836.8,NA,0.397757516529855,NA,0,"Mar",2,2,3,2,"Returning_Visitor",FALSE,FALSE
10,293.7782051,2,153,96,3283.166739,0.478364485994225,0.336538477046573,NA,0,"Mar",3,2,6,2,"Returning_Visitor",TRUE,FALSE
9,111.5,1,48.5,49,1868.819697,NA,0.297732835692352,0.521979981639777,0,"Mar",2,2,7,2,"Returning_Visitor",FALSE,TRUE
3,47,1,51,68,3008.124108,0.388662017449783,0.317559596603741,0.276620407633662,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,2,0,0,0,NA,0,"Mar",1,1,1,3,"Returning_Visitor",FALSE,FALSE
3,1226,5,3,24,3230.25,0.241156760672221,0.120165358364449,NA,0,"Mar",2,2,1,2,"Returning_Visitor",FALSE,FALSE
3,52,0,0,9,319,NA,0.301029995663981,NA,0,"Mar",1,1,1,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,3,42,NA,0.169416146734571,NA,0,"Mar",2,2,3,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,22,354.3333333,0.369665265318505,0.187559565380975,NA,0,"Mar",1,1,7,2,"Returning_Visitor",TRUE,FALSE
0,0,0,0,98,3556.61241,0.475202022565004,0.360510314205466,NA,0,"Mar",1,1,1,3,"Returning_Visitor",FALSE,FALSE
2,56,1,144,67,2563.783333,NA,0.404460666539953,0.356390943420343,0,"Mar",2,2,4,2,"New_Visitor",FALSE,TRUE
3,112.9607843,0,0,13,3014.018519,0.339414633322768,0.179786516531289,NA,0,"Mar",2,2,1,2,"Returning_Visitor",FALSE,FALSE
0,0,0,0,17,840.2333333,NA,0.488435240745212,0.181928683783759,0,"Mar",2,2,9,2,"New_Visitor",FALSE,TRUE
3,94,2,125,55,1970.844805,NA,0.486353669507166,0.19728089349152,0,"Mar",2,4,1,2,"New_Visitor",TRUE,TRUE
1,32,0,0,50,2867,NA,0.431198057945277,0.137505155920883,0,"Mar",2,2,7,8,"Returning_Visitor",TRUE,TRUE
0,0,0,0,5,43,NA,0.230185711378555,NA,0,"Mar",1,1,1,9,"Returning_Visitor",TRUE,FALSE
5,218,0,0,13,284.5,NA,0.428335884576023,NA,0,"Mar",1,1,1,2,"New_Visitor",FALSE,FALSE
0,0,0,0,3,133.5,NA,0.13103531662257,NA,0,"Mar",1,2,1,8,"Returning_Visitor",FALSE,FALSE
1,119,0,0,12,297.6666667,NA,0.376615505200379,NA,0,"Mar",3,2,1,10,"Returning_Visitor",FALSE,FALSE
3,281,0,0,16,453.75,NA,0.411583275533205,NA,0,"Mar",2,2,5,2,"New_Visitor",FALSE,FALSE
1,18,0,0,16,1331.75,NA,0.343235231916184,0.307392030195476,0,"Mar",2,5,2,3,"New_Visitor",FALSE,TRUE
2,40,0,0,5,558.5,NA,0.266019445983939,NA,0,"Mar",2,2,7,2,"New_Visitor",TRUE,FALSE
3,107,0,0,4,145.8333333,NA,0.317892347414931,NA,0,"Mar",3,2,7,1,"New_Visitor",FALSE,FALSE
0,0,0,0,8,731,NA,0.220121676092269,NA,0,"Mar",2,4,1,3,"Returning_Visitor",FALSE,FALSE
2,49,1,127,4,188,0.249968700559497,0.237292017677207,NA,0,"Mar",3,2,3,2,"Returning_Visitor",FALSE,FALSE
0,0,0,0,14,565.3333333,0.236945717964848,0.205803933378803,NA,0,"Mar",2,6,3,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,2,50,NA,0.204678774803698,NA,0,"Mar",3,2,8,11,"Returning_Visitor",FALSE,FALSE
4,57,0,0,7,591,0.393947261949848,0.249968700559497,NA,0,"Mar",1,2,6,6,"Returning_Visitor",TRUE,FALSE
